Gene,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3
Pden_2554,13.53106436,13.25324765,13.16983986,13.5175413,13.50060106,13.58688906
Pden_2556,18.02676679,18.09303799,18.08461596,18.21765297,18.04467219,18.24716602
Pden_2557,20.80859742,20.85814447,20.79023185,20.95024334,20.90982205,21.06744426
Pden_2558,17.54044273,17.1494397,17.06401297,17.19320581,16.9137739,16.86421319
Pden_2560,20.5226411,20.54212053,20.53102582,20.55131149,20.71590107,20.65351612
Pden_2563,13.79712287,13.594407,13.5854164,13.71177532,13.97991591,14.04559815
Pden_2564,16.96753445,16.94032033,16.90825643,16.91556845,16.81245303,16.87489779
Pden_2565,16.76515655,16.86467503,16.85104489,16.68961279,16.76193714,16.59885755
Pden_2566,24.76641521,24.8027739,24.70860472,24.7367553,24.7300901,24.8808862
Pden_2567,21.64266814,21.62851626,21.61634926,21.55256411,21.57270885,21.74130388
Pden_2569,17.48647635,17.63422403,17.49896402,17.63821851,17.64634397,17.79593617
Pden_2570,18.18160828,18.30576429,18.20952224,18.50717792,18.55695688,18.5070686
Pden_2571,15.1005875,15.01736324,14.92533395,15.14965052,15.25629598,15.19787334
rpe,20.93564406,20.89498861,20.85812315,21.0051113,20.90189507,21.00544843
Pden_2573,21.60456307,21.60587564,21.74184412,21.76660695,21.86492184,21.83095686
Pden_2574,17.92225679,18.13937028,17.93383156,17.90077742,18.08411221,17.95292518
Pden_2575,19.97909102,20.00284595,19.97998876,20.12926924,20.13179424,20.11809181
Pden_2576,13.67842627,13.35659077,13.8392138,13.3324949,13.57332945,13.03026268
Pden_2577,16.68372914,16.78613491,16.89403249,16.84796769,16.80439032,16.96150095
Pden_2578,21.38900727,21.37936309,21.25790795,21.02182611,21.15474379,21.23357748
Pden_2580,21.35617478,21.35290494,21.35130409,21.10322444,21.19724002,21.27895577
Pden_2581,22.22974334,22.2326901,22.15891835,21.85339087,21.81587797,21.97483119
Pden_2582,15.58411446,15.57124682,15.56780847,15.53637805,15.50732702,15.51523345
hemH,20.57624624,20.47580813,20.63278243,20.42664396,20.8292991,19.99077266
Pden_2584,20.04224844,20.2666861,20.16125269,20.0866298,20.17169966,20.12025215
Pden_2586,21.16744158,21.20992081,21.09438574,21.13406144,21.07910467,21.16630997
Pden_2587,19.7104776,19.66971547,19.68435796,19.6881978,19.71811592,19.71022406
Pden_2588,17.87210234,17.9292003,18.07004565,17.95320211,17.98323905,17.97887184
ubiG,21.13578859,21.32306244,21.11717149,21.17691016,21.3688137,21.33099352
Pden_2590,18.79883728,18.76919236,18.91669526,18.88279642,18.61778051,18.84284225
rimP,20.71146769,20.6609749,20.5699657,20.39544085,20.31637238,20.37668482
nusA,23.59678572,23.47228415,23.53758889,23.29329719,23.49744164,23.33084093
Pden_2593,21.79130145,21.72223837,21.71858452,21.70656646,21.71143172,21.72327237
infB,24.75805148,24.71147602,24.68901213,24.69590099,24.75607905,24.62357904
Pden_2596,19.92884069,19.94823033,19.88991387,19.80411214,19.82592051,19.89575717
argJ,19.53167667,19.15330782,19.52830212,19.33102028,19.40184488,19.07689377
Pden_2598,24.392189,24.38489466,24.39150363,24.38876622,24.48120311,24.48983012
secA,22.94907438,22.79555751,22.90197603,22.41477356,22.74500326,22.65883115
Pden_2600,17.75831804,17.82380873,17.65667129,17.77475684,17.95771495,17.86819124
Pden_2601,17.79459186,17.94756188,17.716497,17.95336486,17.90098575,17.87209365
ilvE,23.46790019,23.43106592,23.5212133,23.53378797,23.45325054,23.48428194
Pden_2603,22.23997239,22.28194794,22.27409202,22.16834737,22.19762105,22.35269733
hpf,22.3137632,22.34913474,22.41418309,22.62735386,22.56251611,22.35052133
Pden_2605,17.85769456,17.74753132,17.76875263,17.92088946,17.96452789,17.9476145
lptA,9.81012782,9.674523304,9.165829684,11.12180991,NA,10.25290269
Pden_2607,15.05694047,15.14816212,15.02553856,14.9984496,15.04515763,15.03803508
Pden_2608,18.36938385,18.34227903,18.60083111,18.22306253,18.84159477,17.67072012
Pden_2609,16.39463401,16.14717834,16.18303594,16.23568678,16.31139998,15.94160418
Pden_2610,21.83163169,21.77403037,21.88106551,21.45445693,21.1678706,21.68690757
Pden_2611,18.52639352,18.54846992,18.43211804,18.52714112,18.41526722,18.58796925
purU,20.26669534,19.95166007,20.31349465,20.22168051,20.41474365,20.81328865
folD1,22.30034837,22.30610095,22.30328818,22.41327079,22.31176582,22.42333659
Pden_2617,18.12652406,18.14758651,18.1470328,18.31635959,18.16643748,18.39766557
glpK,21.4051475,21.42833477,21.41489305,21.60754224,21.59609021,21.75975963
Pden_2619,16.81969367,16.88205946,16.86150641,16.85321014,16.93719689,16.79956813
kynU,20.13346097,20.13522326,20.12407324,20.1548506,20.10954016,20.31854195
Pden_2621,13.15614439,12.82963603,12.89839443,12.88226641,12.71795914,13.03585936
Pden_2622,19.00031845,18.88505679,18.88461519,18.88936076,18.75627898,18.94955796
Pden_2623,20.57236922,19.94771083,19.96341808,20.88106654,20.34887436,20.57819392
Pden_2653,16.55690831,16.56587172,16.59738393,16.64772085,16.79457873,16.39416375
Pden_2654,18.43405021,18.44789213,18.51595382,18.51234197,18.64356926,18.52457297
Pden_2657,16.01565944,15.80615448,15.87560096,15.71543912,15.84741355,15.59593845
Pden_2658,14.35096376,14.42407968,14.37505643,14.51820647,14.39321316,14.62175441
Pden_2659,20.76864879,20.66712405,20.70387209,20.50820483,20.36626232,20.49095113
Pden_2660,13.290029,13.43867459,13.26677192,13.97181948,13.55385525,14.08416793
Pden_2661,16.41467777,16.46016185,16.58833299,16.50634995,16.60350325,16.56652115
Pden_2662,15.01816383,14.53318457,13.63440787,14.49323146,14.44795993,14.16907012
Pden_2663,22.12138593,22.15086746,22.07358735,21.95238135,21.9875739,22.05933777
Pden_2664,16.28481794,16.22916901,16.28863782,16.19752346,16.11609325,16.19620234
Pden_2665,22.43097079,22.03140205,22.17108709,22.99229705,22.64578383,23.18423539
Pden_2668,17.88318447,18.0756027,17.96698785,17.71860857,17.82775915,17.92287755
Pden_2669,19.63396694,19.6966576,19.67943256,19.6022796,19.64054122,19.65540485
Pden_2670,20.88425605,20.94941369,20.85370646,20.96807211,21.03030467,21.06041094
Pden_2671,19.66889722,19.69030555,19.69527933,19.70609491,19.74857364,19.79077054
Pden_2672,21.35735301,21.45213472,21.4690384,21.51101645,21.70254474,21.33260925
Pden_2673,19.22224806,19.11292178,19.16729183,19.13669603,19.31332906,19.10445115
Pden_2674,17.61326483,17.59214828,17.47244061,17.1939406,17.30360669,17.44389311
Pden_2677,18.63851622,18.46578133,18.44504886,18.38005476,18.43869795,18.53855438
Pden_2678,19.49740235,19.5603197,19.47989614,19.44611002,19.49365665,19.48302733
Pden_2679,18.06579737,18.16427745,18.20376749,18.2315864,18.14828842,18.20875464
Pden_2680,21.20281038,21.25698157,21.14050973,21.11078293,21.0851411,21.0709481
ahcY,23.19212482,23.134077,23.2397657,22.95190586,23.20805185,23.09379619
Pden_2683,19.80140706,19.70815421,19.71406851,19.74032511,19.80222795,19.72062718
Pden_2684,22.09540281,21.97111905,22.11828288,22.33645369,22.20917051,22.26585567
Pden_2685,20.95031644,20.98163143,20.86277998,20.95404366,20.87860107,21.02033161
Pden_2686,22.50256676,22.92108807,23.32620522,22.90963496,23.09184852,23.21145972
Pden_2687,21.65838108,21.70748233,21.65391187,21.6184448,21.69504354,21.73012546
Pden_2688,17.84396031,17.78239166,17.63822098,17.74278774,17.72752166,17.86372821
Pden_2689,20.22633079,20.17287607,20.12562405,20.17650514,20.19819479,20.2342163
Pden_2691,20.94050588,20.977608,20.93996976,20.81364348,20.77996338,21.07176692
Pden_2692,11.35011888,11.22299176,11.12997497,11.71487062,11.25022446,11.26491329
Pden_2705,20.07100983,20.26564442,20.12167324,20.34722991,20.3607586,20.40022618
Pden_2707,15.42735726,15.26782296,15.39010196,15.01034553,15.21280105,14.97805731
Pden_2708,18.48214453,18.49238409,18.42292821,18.70600262,18.58642456,18.72233582
Pden_2709,21.3449075,21.4078649,21.42454644,21.50427488,21.54207933,21.56484676
Pden_2710,15.16135209,15.05917595,14.96296769,15.18137942,15.19803849,15.31154157
Pden_2711,19.13910097,19.07995778,19.14483128,19.39813612,19.4117713,19.32129954
Pden_2712,12.18127477,12.26139157,12.10535728,12.5284028,12.8327214,12.72408741
mutL,12.62451468,13.06884825,12.79059012,13.08481175,13.01762339,13.00394708
Pden_2714,19.83599449,19.87150403,19.80417576,19.8085119,19.89117817,19.97720163
Pden_2715,17.9997273,17.91006878,17.92011875,17.84386141,17.96714515,18.09302949
Pden_2716,18.5446413,18.5962092,18.62654955,18.75094759,18.65137518,18.77469616
lspA,18.14619544,17.87327834,18.02240645,17.92841497,18.07377861,18.06423395
purH,24.63271058,24.75717807,24.67584109,24.51300067,24.85797586,24.22208815
Pden_2719,17.20385341,17.32495497,17.27314791,17.00683725,17.60060806,16.45120242
Pden_2720,17.24065157,17.18288287,17.25202977,17.08754282,17.29496125,16.99126651
Pden_2721,14.84882281,14.86703119,15.26726197,15.15784614,15.09402604,15.19052302
selD,21.58085657,21.89104646,21.56204152,21.84340048,21.81832854,22.06162531
Pden_2725,18.02031303,18.02539149,18.0307373,18.1130541,18.12250265,18.04489455
Pden_2726,22.26057142,22.35733427,22.39966098,22.51242021,22.22251671,22.42091415
Pden_2727,20.06274297,20.21737424,20.30456047,20.38069224,20.29344508,20.22219778
Pden_2729,22.84954361,22.8328419,22.8510698,23.04566519,23.00646157,23.0832591
pcm,18.70076707,18.69907562,18.71555265,18.88481721,18.80026182,18.80477258
surE,19.83428835,19.72369593,19.79069604,19.777045,19.7574889,19.82527456
Pden_2734,14.50682155,14.78229158,14.91483109,14.4648971,14.56128477,14.75229422
Pden_2735,21.3912598,21.47038369,21.39269965,21.44363686,21.42398481,21.58328713
Pden_2736,20.10921757,20.25693435,20.06918606,20.48643986,20.35415332,20.54126395
Pden_2737,19.62295109,19.69213312,19.46591804,19.66749906,19.64120578,19.77299354
smc,10.11233389,NA,9.422812305,10.91042148,NA,NA
Pden_2742,21.64991902,21.59324479,21.47203389,21.35191704,21.42662129,21.41346396
efp,23.3846783,23.35461276,23.39629774,23.22008659,23.22982728,23.26076296
Pden_2744,17.74691794,17.87133178,17.99921467,18.03846369,18.15581112,18.31371924
Pden_2745,21.60296591,21.60138713,21.58753403,19.51252115,19.45784126,19.58877963
Pden_2748,12.37093949,12.43679813,12.02079916,11.87902894,12.09352332,12.16582597
Pden_2749,18.83544273,18.82560388,18.88021217,18.62597625,18.56883491,18.45040767
Pden_2750,14.93952712,14.88759302,14.79797587,14.83500133,14.66642216,14.88782683
Pden_2751,15.80965322,15.95414517,15.80451742,15.90919152,15.96206342,15.90515618
Pden_2752,17.00828237,16.92163063,16.90484494,16.87879773,17.13757772,16.56940816
Pden_2753,20.79807227,20.78118328,20.72987299,20.74550099,20.76184644,20.76495174
Pden_2754,17.8646859,17.90502302,17.80798594,17.86489227,17.80690334,17.75929211
Pden_2755,23.87216356,23.89834061,23.84488197,23.92619979,23.87416576,23.97592695
Pden_2756,24.30181827,24.24574604,24.2119512,24.40985863,24.41068769,24.41796222
Pden_2757,16.50825194,16.60210759,16.53030013,16.34547837,16.63553505,16.39716966
pnp,21.76189287,21.54545336,21.85074214,20.9231494,21.27158747,20.97672438
rpsO,24.46730099,24.41659017,24.47868656,24.248955,24.36456804,24.36101997
Pden_2762,21.48014581,21.49681371,21.4378855,21.41556193,21.41585215,21.48985962
Pden_2763,25.15116403,25.05542956,25.11112472,25.33105851,25.15120905,25.55880293
Pden_2764,21.55871491,21.52557512,21.50739473,21.57864562,21.49732912,21.62800296
leuS,24.39555904,24.46932009,24.38084389,24.38393204,24.47002502,24.52096002
Pden_2766,20.55978547,20.50041897,20.41752096,20.27093527,20.3004738,20.4600128
Pden_2767,16.44541826,16.42754791,16.54386079,16.21883577,16.48995867,16.06080437
Pden_2768,10.76067266,11.32573423,10.72434621,11.71282132,11.66137777,10.41832111
Pden_2769,19.05084187,19.14416725,19.1763804,19.05975108,19.15196741,19.13631053
Pden_2770,17.07745631,17.28712672,17.13023265,17.07023895,17.18586839,17.3333221
Pden_2771,19.53129544,19.61930182,19.46549504,19.28329022,19.37971553,19.15449806
Pden_2773,13.3556771,13.33396949,13.45885119,13.44272898,13.60112419,13.45933217
Pden_2774,15.88214915,15.85617351,15.82398854,15.80756999,15.81199777,15.89302394
asd,24.21638745,24.25932876,24.23205078,24.20805276,24.24515483,24.250719
Pden_2776,20.52090484,20.59542008,20.50623833,20.5274618,20.65534547,20.37523834
Pden_2777,17.20285065,17.16888548,17.32619956,17.38502074,17.22469471,17.40671144
Pden_2779,16.79486237,16.83264514,16.62676784,16.73978846,16.72575219,16.69660568
Pden_2780,16.50980078,16.5597958,16.59720509,16.57808401,16.69110294,16.80169468
Pden_2781,20.99247016,21.10996039,21.07714819,21.07008888,21.07082479,21.1332462
Pden_2782,24.09948683,24.12943839,24.04160062,23.84456095,23.955565,23.93795369
Pden_2783,16.8702932,16.93030472,16.85254404,17.04816072,16.88978538,17.04198352
secB,23.46944082,23.49579527,23.38144604,23.37162319,23.51010884,23.52289784
Pden_2785,16.76256043,16.63256532,16.49499265,16.81407667,16.91166027,16.87066081
Pden_2786,21.84958088,21.83814975,21.80356517,21.77943815,21.95440286,21.8592996
Pden_2787,15.1252013,14.94392293,14.48303726,14.77158954,14.82388128,14.59860315
Pden_2788,17.15406831,17.29031724,17.27670543,17.38171915,17.37374115,17.41302231
hslU,19.1512023,18.92175759,19.14877472,18.90332741,19.06845852,18.94117491
hslV,13.6923153,13.47245397,13.68411892,13.81578025,13.31416951,12.73990338
Pden_2793,23.90782658,23.89936706,23.79669144,23.86534026,23.79002179,23.94152145
Pden_2796,18.49206657,18.57659346,18.54330049,18.50132764,18.41433447,18.38435294
Pden_2797,16.39936875,16.33742588,16.49046531,16.55723422,16.88419707,16.10608492
dapB,21.70222212,21.75654651,21.9152141,21.90233072,21.94909019,21.9341501
rbfA,22.16942481,22.19159721,22.17224718,22.2125007,22.21301229,22.31719868
Pden_2800,20.11939874,20.11377241,20.09284585,19.87585488,19.91657903,19.86245267
truB,21.87869952,21.8902957,21.85465793,21.81367984,21.87022241,21.89190922
Pden_2802,16.23298009,16.18858995,16.28139069,16.35075954,16.10269682,16.28385981
Pden_2803,17.17122785,17.21182341,16.94985107,17.30285316,17.08904402,17.38818532
Pden_2804,18.69393822,18.88632242,18.90465835,18.88447587,18.8430974,18.95728044
Pden_2806,18.72344756,18.68878472,18.71375411,18.82849791,18.77023909,18.76688502
Pden_2807,19.07326211,19.06366851,19.02994772,19.2313344,19.16930284,19.21604376
Pden_2809,13.06970703,13.08781573,12.51757783,13.4874091,13.33082195,13.10529289
Pden_2810,14.66637646,14.74737573,14.81328595,14.94816247,14.73244045,15.03050742
Pden_2811,16.58488846,16.61567374,16.67256244,16.78144952,16.7863992,16.94794235
Pden_2812,18.03984361,18.15445617,17.95034585,18.03958827,17.94836591,17.87625825
aroE,20.23772491,20.3388969,20.25993926,20.3144519,20.33045042,20.45887517
coaE,20.41073678,20.4418827,20.41094548,20.45603835,20.45385219,20.53101605
dnaQ,15.39598603,15.48568995,15.58233749,15.42681454,15.52306514,15.24416717
Pden_2817,10.04063465,9.704746069,10.40376832,10.84439877,NA,10.37928628
Pden_2820,21.64001856,21.56839755,21.64916554,21.63848844,21.65079423,21.71552949
Pden_2821,17.59670295,17.62219273,17.69386747,17.9637962,17.87530638,18.18874683
Pden_2822,22.36699753,22.3781269,22.26775352,22.30113782,22.39591235,22.5049956
Pden_2823,21.46302026,21.41085188,21.46692673,21.39229177,21.40910478,21.4066359
fdhE,19.09710661,19.13471486,19.08614525,19.29020011,19.33309617,19.34612368
Pden_2828,16.26535405,16.04203943,16.22812499,16.3327241,16.36580812,16.19777437
Pden_2829,16.26199686,16.12022075,16.29103205,16.2893251,16.36226555,16.23223085
Pden_2831,17.11922115,16.94819071,17.17122035,17.3098185,17.12483644,17.10465951
Pden_2832,21.88126596,21.93010495,21.93492794,21.95729222,21.96084995,22.04382968
dnaA,18.16635061,18.1060293,18.15412353,17.70713758,18.06284147,17.51698699
Pden_2834,23.33977026,23.44557553,23.37566669,23.39714692,23.42874558,23.46924782
recF,18.91452455,18.74474652,18.83618468,18.85173254,18.61476112,18.63433732
ade,20.55309457,20.63566488,20.56467468,20.54592562,20.65556476,20.71007056
recO,11.11052434,11.05637813,11.51531385,11.72495169,11.51683898,11.35458441
Pden_2838,18.53144924,18.43081127,18.34480396,18.55782659,18.46315801,18.52683302
Pden_2839,18.78972867,18.73317058,18.98084935,18.94287758,18.73377428,18.7377267
Pden_2840,20.69931813,20.7379383,20.66416446,20.62969108,20.59979179,20.70508967
dapE,19.45912887,19.50581956,19.54959011,19.44329313,19.49534833,19.57046245
Pden_2843,20.53934813,20.54517624,20.53091943,20.50829714,20.52794809,20.67179696
Pden_2845,23.20797155,23.18274601,23.23165498,23.17976624,23.27652129,23.25720081
Pden_2846,18.90561571,18.77147734,19.03042946,18.91540697,18.91421307,18.75773674
Pden_2847,17.14023028,16.88266354,16.9778453,17.24730217,17.0534065,17.20848681
Pden_2848,17.71017952,17.49854089,17.69143257,17.91008616,17.8300925,17.90921585
Pden_2849,20.01029903,20.26007604,20.33510364,20.43181193,20.32494598,20.24626741
Pden_2850,15.39199223,15.29936539,15.34793758,15.61183409,15.58022089,15.2356473
Pden_2851,15.50860183,15.31863663,15.39253985,15.54711461,15.44872664,15.50873957
pckA,24.734835,24.83082546,24.82500892,24.84451056,24.80842004,24.89014718
rnr,17.135365,17.24452499,17.19784103,17.13709725,17.23857955,16.98950283
fdhD,14.71255754,14.54165481,14.71972583,14.85120858,14.6495402,14.7992461
Pden_2857,14.89628686,14.85988256,14.83545453,14.69231944,14.71119594,14.85333261
Pden_2858,16.32875317,16.35670308,16.27993284,16.186065,16.30691718,16.19792711
Pden_2859,15.30073244,15.4142552,15.30071467,15.11945308,14.9641915,15.02815308
purS,22.81716476,22.76299577,22.83936836,22.63720106,22.75565489,22.41121293
purC,18.62340205,18.41210381,18.58431606,18.2585731,18.3638006,18.33852459
Pden_2862,21.26767394,21.05962953,20.98540124,21.3318196,21.27907909,21.5982436
Pden_2864,16.53838245,16.33058832,16.41456924,16.42307995,16.67322726,16.229501
Pden_2865,14.18310048,14.146752,14.00398145,14.66289997,14.66056039,14.11296568
Pden_2866,19.90423578,19.91755025,19.98028489,19.99987022,19.92048958,19.94107627
Pden_2867,13.52255541,13.6039337,13.50519937,13.19673295,13.64048369,12.9784032
Pden_2868,22.56956199,22.54616395,22.53458894,22.31088194,22.502645,22.48577126
Pden_2869,19.30738761,19.28925421,19.27025271,19.34609689,19.3727966,19.43171763
Pden_2870,20.30850602,20.24981118,20.31757107,19.99078133,20.33209766,20.10137704
Pden_2871,21.01711875,20.79761232,20.96444082,20.68128532,20.8680421,20.80579161
Pden_2872,22.04625187,21.93971562,22.01614405,22.04020131,21.95907432,22.05490236
nth,18.41595226,18.58418957,18.48439138,18.52914417,18.48083874,18.3356021
Pden_2874,14.69813856,14.75341258,14.84550924,14.65790236,14.78873975,14.83722884
Pden_2875,23.07424838,23.14989253,23.04085011,22.80224257,22.92991244,23.16822856
atpF,20.87912926,20.82858778,20.9819808,20.39034105,20.36813684,20.60877578
atpF,21.51255783,21.45299929,21.56000964,21.19806685,21.04703406,21.32013375
atpB,14.33932997,13.96108991,14.32535469,13.47064904,13.64991151,13.1957424
Pden_2881,15.87124267,15.60938018,15.77719335,15.8693379,15.90515426,15.77257978
Pden_2882,22.23122505,22.14480554,22.26487769,22.38981304,22.40161071,22.30967743
Pden_2883,19.86089957,19.74977335,19.79704472,19.82212145,19.79792325,19.86642209
Pden_2884,21.24405063,21.27025745,21.24518872,21.28705709,21.32984041,21.34774616
Pden_2885,18.71304855,18.52459456,18.60241151,18.80377021,18.7338989,18.95201813
mltG,21.52355193,21.58473143,21.62085477,21.40464342,21.57555093,21.50123211
Pden_2904,23.66777338,23.68137107,23.68912907,23.72196092,23.69680741,23.75112115
Pden_2905,18.95777548,19.01027136,18.96641437,18.55697008,18.56501095,18.59411686
Pden_2906,17.6471029,17.64615582,17.7813293,17.35133052,17.43214935,16.89468694
Pden_2907,21.31437125,21.38475691,21.32251997,21.02879285,21.00943811,20.94952426
Pden_2908,20.40955198,20.5479399,20.47561049,20.25077275,20.05011333,20.09988901
Pden_2909,20.71178815,20.57089175,20.71140251,20.44441025,20.2910475,20.52483218
Pden_2912,19.60273876,19.58936301,19.51633591,19.39960994,19.51164827,19.26786553
Pden_2913,15.93325922,15.97475726,16.22052439,15.83272277,15.86984465,15.60758192
bioB2,18.80509816,18.81488284,18.98025726,19.50802265,19.15962562,19.14606923
Pden_2917,16.60972492,16.78367902,17.01263978,17.15324422,16.96104078,16.73482559
bioD,18.04320898,18.21149197,18.31253788,19.03812444,18.793821,18.67527034
bioA,17.92905311,17.87649655,18.02959315,18.52173726,18.20626226,18.23413864
Pden_2920,17.47715671,17.61864347,17.6703365,18.06109246,17.87816562,17.8699726
Pden_2922,19.3256557,19.4635241,19.39438881,19.09070761,19.20038803,18.89016479
Pden_2924,16.62014206,16.70648765,16.65888725,16.17410523,16.45708282,16.26496738
Pden_2925,20.10958242,20.02791013,20.03203569,19.55308681,19.81351374,19.60190792
Pden_2926,19.09840621,19.38775845,19.0187017,18.50695619,18.7511577,18.78006239
Pden_2927,19.75919558,19.651045,19.5620763,19.22386622,19.44462845,19.42471928
dld,20.11079793,20.06975687,20.08528729,19.62610783,20.03281219,19.77763631
Pden_2929,20.63622698,20.66115095,20.59735338,20.10554659,20.36679814,20.25546947
Pden_2930,15.41166223,15.1022611,15.51797307,15.14182704,15.3435082,15.40341891
Pden_2931,15.56735421,15.56950704,15.17367364,14.90703469,15.02780676,15.16127868
Pden_2932,20.32210795,20.38290015,20.3067992,19.99263009,20.03695918,20.22995451
ilvD,23.89456707,23.93820393,23.93839277,23.91614618,23.9664329,23.99312155
Pden_2940,20.27115968,20.20908956,20.13880889,20.18934355,20.26340085,19.98695784
Pden_2941,23.21745312,23.23886358,23.22507751,22.88421626,23.05148539,22.84326779
Pden_2942,19.27194736,19.12542983,19.15800788,18.53557153,18.95960568,18.58288185
Pden_2943,21.35678963,21.32523051,21.40488439,21.40998949,21.46096617,21.33719798
thiC,14.15328489,14.13552345,14.28716334,14.53035916,14.43632626,14.42388139
Pden_2946,21.30165416,21.21826057,21.114334,21.12409647,21.1244079,21.24747982
Pden_2948,16.92017675,17.26422252,16.83224189,16.55175581,16.84026888,17.03662533
Pden_2949,16.85005624,16.99587284,16.8286456,16.89504272,16.67255129,16.77306997
Pden_2950,20.5292926,20.53445282,20.50569707,20.61433497,20.52531059,20.62783115
Pden_2951,23.58283821,23.59795906,23.50857211,23.50493334,23.4214621,23.60823411
Pden_2955,24.23273914,24.27271279,24.23727677,24.26972826,24.28760095,24.29242775
Pden_2956,22.66673083,22.77807037,22.73288535,22.70921853,22.74819416,22.69645662
Pden_2957,20.40974952,20.61872275,20.51938261,20.6542596,20.6051379,20.71427177
Pden_2958,23.02653399,23.01097879,23.06546385,23.22767522,23.06753982,23.16965474
Pden_2959,20.5856312,20.58812379,20.71018149,20.51841553,20.55922756,20.49595119
Pden_2960,19.5924558,19.44679181,19.47846248,19.54010668,19.63803532,19.41358234
Pden_2961,26.24090995,26.25687988,26.17085168,26.19391223,26.17393436,26.2136529
purQ,22.6611414,22.73669488,22.72915752,22.53672144,22.68240361,22.37840617
Pden_2964,21.38248015,21.33949165,21.40360662,21.3995761,21.49426722,21.20019959
rne,18.50162433,18.43163711,18.61840146,18.14427805,18.21676253,18.16108984
Pden_2967,18.4463116,18.38992486,18.3439806,18.53915405,18.42399542,18.55095023
Pden_2968,18.16948041,18.10483897,18.02446345,18.09197125,17.87756414,18.09923438
rplM,23.71219533,23.76104448,23.69578787,23.58949438,23.91114092,23.10774514
rpsI,23.66032138,23.79162084,23.67848267,23.51977625,23.51925062,23.43805192
Pden_2980,22.40742329,22.37372911,22.29222045,21.93854131,21.96669408,22.11690887
Pden_2983,18.81953271,18.81152404,18.81927813,18.45503108,18.34869021,18.67785406
Pden_2984,18.00710938,17.95142515,18.00945279,17.73201415,17.65382761,17.77392988
Pden_3003,12.89810512,12.91620774,13.08923136,13.46152431,12.87170911,13.12884992
Pden_3004,11.05561008,11.55058311,11.56249751,11.41382875,10.62950179,10.26508367
Pden_3005,20.85314578,20.87585004,20.71786607,20.91223749,20.77875592,20.92047975
Pden_3007,19.38120851,19.5740545,19.39272706,19.20017584,19.09973924,19.58352808
Pden_3008,21.2429424,21.22375401,21.17346164,21.53005434,21.56490793,21.64645798
Pden_3009,14.5876028,14.96903312,14.65584332,14.955894,14.99978076,15.41521622
Pden_3010,18.8640958,19.00839054,18.92782474,18.74312457,18.62483114,18.77947928
Pden_3015,12.98227129,13.16042557,13.54120779,13.33489531,12.88179756,13.19644151
Pden_3016,17.042214,16.72074715,16.77704594,16.82479045,16.87565333,16.8195314
Pden_3019,13.29633335,13.49399391,13.40388776,13.75045018,13.48263046,13.52967479
Pden_3024,12.3775989,12.59927638,12.53650408,12.73254425,12.36009828,12.06001792
Pden_3025,18.57271693,18.69354349,18.32907933,18.72696939,18.5411874,18.70727725
Pden_3027,14.21180491,14.34983074,14.25948609,14.43667818,13.9609626,14.37947453
Pden_3029,19.84655403,19.94363497,19.83318116,20.06645893,20.14962141,20.03345931
Pden_3033,13.57321087,13.41066777,13.54012563,13.54475473,13.63997308,13.81113636
Pden_3038,14.6263582,14.43182707,14.76668603,14.30493491,14.49499099,14.68127636
Pden_3047,20.75160649,20.69284031,20.65862427,20.75952902,20.6545777,20.7495896
Pden_3048,19.22880124,19.15037609,19.07123932,19.06131227,19.17573883,19.21924535
Pden_3049,15.41405891,15.46192429,15.19677714,15.00466113,15.32121054,15.11853077
Pden_3050,18.31199161,18.40000246,18.40320906,18.18545551,18.23090015,18.19000891
Pden_3051,19.77043792,19.82763043,19.78845492,19.30632305,19.43044796,19.46598261
Pden_3052,14.14632181,14.11518786,14.06092618,13.68724889,13.93703082,13.92011608
Pden_3053,19.08721102,19.04206501,19.02130939,18.78450785,18.86484431,18.8591805
Pden_3059,19.00448362,19.06377505,19.03157294,18.85024759,18.90254581,18.80140172
Pden_3062,14.87107534,14.8768152,14.87617115,15.00273338,14.63459579,15.03735237
Pden_3066,15.17040856,15.2738406,15.48777138,14.89366387,15.51407638,15.31210614
Pden_3071,14.90056623,14.94716079,14.83147929,14.99765023,14.94715175,15.16190521
Pden_3072,11.53509499,11.89997913,12.08398184,12.17193979,12.05314261,11.95474278
Pden_3075,16.92792101,17.03986456,16.99374262,17.01943159,16.89692597,17.0151152
Pden_3081,20.4979555,20.59422196,20.64443416,20.01696995,20.28850453,20.33785442
Pden_3082,21.89169844,21.96460754,21.79601504,21.43224858,21.40591476,21.72294071
Pden_3083,17.54058705,18.28050015,18.87452175,18.07706263,17.75225752,17.75722055
Pden_3084,21.36006441,21.32144817,21.28900375,20.86399899,20.8883371,21.05530155
Pden_3085,21.20081413,21.05856067,21.14989275,21.03495739,20.92500087,21.3375075
Pden_3086,24.18022547,24.20020556,24.12193514,23.75413671,23.86802832,24.02796307
Pden_3087,14.72779748,14.59370266,14.78883651,14.69844275,14.88990783,14.80802135
Pden_3092,16.70693416,16.63744128,16.7642145,16.46701123,16.85736054,16.22239628
Pden_3095,15.24173609,15.49706468,14.93981836,15.32732054,14.6603506,14.81907194
Pden_3098,14.04114301,14.0400654,13.90542148,14.31219482,14.29167469,14.34094741
Pden_3102,12.23847895,11.96081569,12.34876821,12.816302,12.92012918,12.8335936
Pden_3103,16.71871711,16.63658201,16.98457336,17.34274217,17.35722583,17.35256154
